,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,salary_indicated,num_words_company_profile
8582,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Data Analyst,0,86
8583,GB,False,True,False,,,,,,0,131
8584,US,False,True,True,Full-time,Entry level,Normal education,Government and Legislation,Customer Service,1,61
8585,GR,False,True,False,Full-time,Associate,,Fashion,Marketing,0,370
8586,GB,False,True,True,Full-time,Entry level,Unspecified,Computer and Technology,Research,0,178
8587,DE,False,True,True,Full-time,Associate,,Healthcare,Engineering,0,20
8588,PT,False,True,False,Full-time,Internship,,Computer and Technology,,0,77
8589,US,False,True,True,Full-time,,,Computer and Technology,Marketing,0,59
8590,GB,False,True,False,Full-time,Entry level,Higher Education,Aerospace,,1,206
8591,GB,False,True,False,Temporary,,,Fashion,,0,131
8592,BE,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
8593,US,False,True,True,,,,,,0,129
8594,NZ,False,True,False,,,,,,0,32
8595,US,False,True,True,Contract,,Unspecified,Fashion,Design,0,20
8596,US,False,True,True,Contract,Associate,Higher Education,Finance and Economic,Consulting,1,12
8597,US,False,True,True,Part-time,,,Manufacturing,Customer Service,0,130
8598,US,False,True,False,,,,Hospitality,Customer Service,0,184
8599,US,False,True,False,Full-time,Mid-Senior level,Unspecified,Fashion,Sales,0,14
8600,US,False,True,True,Full-time,Associate,Higher Education,Healthcare,Health Care Provider,0,71
8601,US,False,True,False,,,,HR and Consulting,,0,182
8602,US,False,True,True,,,,,,0,23
8603,IN,False,True,True,Full-time,,,Fashion,Consulting,0,155
8604,GR,False,True,True,,,,Healthcare,,0,175
8605,IE,False,True,False,Full-time,Entry level,,Computer and Technology,Engineering,0,155
8606,GB,False,True,True,Full-time,,,Advertising and marketing,,0,130
8607,SE,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
8608,ES,False,True,False,,,,Entertainment,,0,183
8609,RU,False,True,True,,,,,,0,206
8610,GB,False,True,True,Full-time,Not Applicable,Unspecified,Healthcare,Health Care Provider,0,109
8611,US,False,False,False,Full-time,,,,,0,32
8612,GR,False,True,True,Part-time,Mid-Senior level,Highest Education,Media and News,Marketing,0,75
8613,US,False,True,True,Contract,,Higher Education,Education,,0,10
8614,US,False,True,False,Part-time,Mid-Senior level,Higher Education,Manufacturing,Legal,0,320
8615,US,False,True,False,Full-time,Mid-Senior level,Certification,Construction,,0,82
8616,US,False,True,False,Full-time,,,Media and News,,0,141
8617,GB,False,True,False,Contract,Not Applicable,,Computer and Technology,Consulting,0,146
8618,GB,False,True,True,Full-time,Associate,Higher Education,Advertising and marketing,Production,0,116
8619,US,False,True,False,Full-time,Associate,Normal education,Finance and Economic,Customer Service,0,86
8620,US,False,True,False,Full-time,Entry level,Normal education,Government and Legislation,Customer Service,0,86
8621,BE,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
8622,US,False,True,False,Full-time,Entry level,Normal education,Computer and Technology,Customer Service,0,86
8623,US,False,True,True,Full-time,Entry level,Normal education,Transportation,Distribution,0,37
8624,GR,False,True,True,Full-time,Mid-Senior level,,Advertising and marketing,Engineering,0,116
8625,US,False,True,True,Full-time,Entry level,Normal education,Non-Profit Organisation,Health Care Provider,0,127
8626,GB,False,True,True,Full-time,Associate,Higher Education,Advertising and marketing,Marketing,0,70
8627,EE,False,True,False,Full-time,Associate,,Advertising and marketing,Finance,0,230
8628,GB,False,True,False,Full-time,Associate,Higher Education,Fashion,Strategy/Planning,1,78
8629,GR,False,True,True,Full-time,Mid-Senior level,Higher Education,Hospitality,,0,56
8630,CA,False,True,True,Full-time,Executive,Higher Education,Computer and Technology,Management,1,588
8631,DE,False,True,False,Full-time,,,,,0,20
8632,US,False,True,True,Full-time,,Higher Education,Healthcare,Sales,0,136
8633,NZ,False,True,True,,,,,,0,216
8634,US,False,True,False,,Not Applicable,Unspecified,Healthcare,Sales,0,122
8635,GR,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Customer Service,0,112
8636,US,False,False,False,Full-time,,,Advertising and marketing,,0,32
8637,IN,False,True,True,Full-time,Associate,Highest Education,Computer and Technology,Writing/Editing,1,170
8638,AU,False,True,True,Part-time,Entry level,Certification,Computer and Technology,Information Technology,1,46
8639,US,False,True,False,Full-time,Not Applicable,Higher Education,Education,Education,0,136
8640,CA,False,True,False,Full-time,Entry level,Normal education,Entertainment,Customer Service,0,86
8641,GB,False,True,False,,,,,,0,17
8642,GR,False,True,False,Contract,,,Food and Beverage,,0,370
8643,US,True,True,True,Full-time,Mid-Senior level,Normal education,Computer and Technology,Consulting,0,155
8644,US,False,True,True,,Entry level,Normal education,Telecommunication,Customer Service,0,120
8645,,False,True,True,,,,,,0,48
8646,NZ,False,True,True,Full-time,Associate,,Computer and Technology,Engineering,0,290
8647,IL,False,True,False,,,,Fashion,,0,47
8648,IN,False,True,True,Full-time,Associate,,Media and News,Writing/Editing,1,61
8649,US,False,True,False,Full-time,,,Advertising and marketing,Public Relations,0,350
8650,US,False,True,False,,,,,,0,192
8651,US,False,True,True,Full-time,Not Applicable,Higher Education,Computer and Technology,Sales,1,26
8652,GR,False,True,True,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Accounting/Auditing,1,110
8653,US,False,True,True,Full-time,Not Applicable,Normal education,Healthcare,Sales,0,159
8654,GB,False,True,False,Full-time,,,Computer and Technology,Sales,0,216
8655,GB,False,True,True,Full-time,,Higher Education,Fashion,Business Development,0,98
8656,US,False,False,False,Full-time,,,Computer and Technology,,0,32
8657,US,False,False,False,,,,,,0,40
8658,NZ,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,1,211
8659,US,False,False,False,Full-time,,,,,0,32
8660,,False,True,True,,,,,,0,25
8661,US,False,True,False,Full-time,Associate,,Finance and Economic,,0,148
8662,NZ,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Information Technology,0,312
8663,US,False,True,True,Full-time,,Higher Education,Healthcare,Sales,0,159
8664,GR,False,True,True,Full-time,Mid-Senior level,Higher Education,Telecommunication,Finance,0,392
8665,DE,False,True,True,Full-time,Associate,Higher Education,Media and News,,0,20
8666,US,False,True,False,Contract,,Higher Education,HR and Consulting,Sales,1,67
8667,GR,False,True,True,Full-time,Mid-Senior level,Higher Education,Telecommunication,Engineering,0,392
8668,NZ,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,181
8669,GR,False,True,True,,,,Fashion,,0,69
8670,US,False,True,False,Full-time,Associate,Higher Education,Advertising and marketing,Sales,0,350
8671,GB,False,True,True,,,,,,0,17
8672,US,False,True,True,Contract,,Higher Education,Education,,0,10
8673,US,False,True,True,Temporary,Associate,Unspecified,Finance and Economic,Administrative,1,127
8674,US,False,True,True,Part-time,Entry level,Normal education,Food and Beverage,Production,0,264
8675,US,False,True,False,Full-time,Associate,Higher Education,Advertising and marketing,Marketing,0,52
8676,US,False,True,False,,,,,,0,70
8677,GB,False,True,True,Full-time,Not Applicable,Normal education,Manufacturing,Quality Assurance,0,131
8678,,False,True,True,,,,,,0,25
8679,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,155
8680,US,False,True,True,Temporary,Internship,Unspecified,Fashion,Marketing,0,89
8681,US,False,True,True,Full-time,Entry level,Normal education,Healthcare,Health Care Provider,0,87
8682,US,False,True,False,,,,Manufacturing,,0,110
8683,GB,False,True,True,Full-time,Entry level,Normal education,Construction,Administrative,0,131
8684,US,False,True,False,Full-time,Entry level,Normal education,Education,Customer Service,0,86
8685,US,False,True,True,Full-time,Entry level,Normal education,Non-Profit Organisation,Health Care Provider,0,127
8686,US,False,True,True,Part-time,,,,,0,141
8687,BE,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,83
8688,JP,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Project Management,0,176
8689,US,False,True,False,,Entry level,,Energy,Sales,0,75
8690,AU,False,True,True,,,,Fashion,,0,93
8691,GB,False,False,True,Full-time,Director,Higher Education,Computer and Technology,Sales,0,95
8692,US,False,True,True,Full-time,,,,,0,120
8693,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
8694,GB,False,True,False,Full-time,Not Applicable,Normal education,,Administrative,1,131
8695,IN,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,152
8696,TR,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Engineering,1,201
8697,IL,False,True,True,,,,,,0,70
8698,US,False,True,False,,,,,,0,123
8699,US,False,True,True,Full-time,Mid-Senior level,Unspecified,Non-Profit Organisation,,0,50
8700,US,False,True,True,Contract,Entry level,Higher Education,Education,Education,0,10
8701,CA,False,True,True,Full-time,Mid-Senior level,,Advertising and marketing,Art/Creative,0,73
8702,GB,False,True,False,Full-time,Director,Higher Education,Advertising and marketing,Business Development,0,72
8703,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
8704,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Sales,1,28
8705,US,False,True,False,Part-time,Entry level,Normal education,Hospitality,Customer Service,0,86
8706,GB,False,True,True,Full-time,Not Applicable,Unspecified,Telecommunication,Sales,1,127
8707,RO,False,True,False,Full-time,Internship,,Computer and Technology,,0,72
8708,US,False,True,True,Full-time,Mid-Senior level,,Construction,,0,144
8709,US,False,True,False,Full-time,Associate,,Computer and Technology,Engineering,0,112
8710,US,True,True,False,Full-time,Director,,Advertising and marketing,Sales,0,79
8711,SE,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
8712,GB,False,True,True,,Not Applicable,Normal education,,,0,131
8713,US,False,True,False,Full-time,Director,Higher Education,HR and Consulting,Management,0,86
8714,US,True,True,True,,,,Fashion,,0,562
8715,US,False,True,False,Part-time,Entry level,Normal education,Hospitality,Customer Service,0,86
8716,US,True,True,True,,Mid-Senior level,,Computer and Technology,Information Technology,0,86
8717,US,False,True,False,Full-time,Entry level,,Hospitality,,1,184
8718,US,False,True,False,,,,,,0,119
8719,US,False,True,False,,,,Hospitality,Customer Service,1,184
8720,US,False,True,False,Full-time,Associate,Normal education,Computer and Technology,Information Technology,0,154
8721,US,False,True,False,Full-time,Mid-Senior level,Highest Education,Computer and Technology,Finance,1,67
8722,GR,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,52
8723,GR,False,True,True,Full-time,Not Applicable,,Computer and Technology,Engineering,0,64
8724,US,False,True,True,Full-time,Associate,Higher Education,Education,Marketing,0,107
8725,GB,False,True,True,,Not Applicable,Normal education,,,0,131
8726,GB,False,False,False,Full-time,Associate,Higher Education,Finance and Economic,Administrative,1,39
8727,GB,False,True,True,Full-time,Associate,Unspecified,Education,Customer Service,1,251
8728,IN,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Information Technology,0,155
8729,AU,False,True,True,Full-time,Mid-Senior level,,Media and News,Information Technology,0,116
8730,US,False,False,False,Full-time,,,Computer and Technology,,0,32
8731,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Accounting/Auditing,0,330
8732,PK,False,True,True,,,,Fashion,,0,82
8733,US,False,True,False,,,,,,0,76
8734,GB,False,True,True,Full-time,Entry level,Higher Education,Finance and Economic,Marketing,1,105
8735,GB,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Consulting,0,178
8736,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Customer Service,1,53
8737,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,1,184
8738,US,False,False,False,Full-time,,,,,0,32
8739,US,False,True,True,Full-time,Mid-Senior level,Unspecified,Construction,,0,144
8740,NZ,False,True,True,Full-time,Entry level,Higher Education,Advertising and marketing,,0,53
8741,US,True,True,True,Full-time,Director,Higher Education,Computer and Technology,Sales,0,155
8742,DE,False,True,False,Full-time,Entry level,Higher Education,Computer and Technology,Human Resources,1,147
8743,PL,False,True,False,Contract,Associate,,Hospitality,Marketing,1,8
8744,US,False,True,True,Full-time,,,Computer and Technology,Marketing,0,48
8745,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
8746,US,False,True,True,Full-time,Director,Higher Education,HR and Consulting,Business Development,0,63
8747,CA,False,True,True,Full-time,Mid-Senior level,,Construction,Sales,1,155
8748,GB,False,True,False,,,,,,0,82
8749,BE,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
8750,US,False,True,True,Full-time,Mid-Senior level,Normal education,Energy,Other,1,76
8751,US,False,True,True,Contract,,,Computer and Technology,Information Technology,0,141
8752,US,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Administrative,0,155
8753,CA,False,True,True,Full-time,Mid-Senior level,Higher Education,Government and Legislation,Business Development,0,76
8754,US,False,True,True,Full-time,Entry level,Normal education,Advertising and marketing,Sales,0,37
8755,US,False,True,True,Full-time,Mid-Senior level,,Construction,,0,144
8756,US,False,True,True,Full-time,,,Energy,,0,141
